Commissioner Org Name,Treatment Function Name,Commissioner Org Code,Treatment Function Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
Basildon And Brentwood,Neurosurgical Service,99E,C_150,9,6,8,8,11,9,10,8,11,9,4,7,12,4,4,9,7,6,6,3,4,7,5,4,3,3,3,3,1,6,4,5,5,2,2,7,5,3,0,1,2,3,4,0,3,1,2,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bassetlaw,Neurosurgical Service,02Q,C_150,5,5,3,7,4,5,4,9,7,4,4,2,5,3,6,1,3,4,4,3,4,3,2,1,3,0,3,4,4,1,2,3,2,6,2,2,2,0,1,0,0,0,2,2,0,1,1,2,0,2,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bath And North East Somerset, Swindon And Wiltshire",Neurosurgical Service,92G,C_150,13,9,8,9,7,5,9,7,5,6,7,6,4,2,3,7,3,2,7,3,2,0,6,2,5,1,3,5,4,7,2,1,2,2,1,1,2,0,2,1,0,0,1,0,0,2,0,1,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bedfordshire, Luton And Milton Keynes",Neurosurgical Service,M1J4Y,C_150,28,25,24,11,13,6,18,13,28,10,16,8,12,12,9,9,5,3,5,3,7,7,4,2,2,5,2,4,3,2,2,4,2,3,4,2,3,2,3,1,0,0,2,4,1,0,4,0,0,2,3,3,1,4,4,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Berkshire West,Neurosurgical Service,15A,C_150,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Birmingham, Solihull And West Birmingham",Neurosurgical Service,15E,C_150,29,29,30,25,17,23,25,25,18,16,22,13,15,13,16,15,17,9,10,22,12,9,12,3,10,5,4,8,9,7,6,4,7,6,9,5,6,3,1,1,4,5,6,9,4,6,3,3,2,2,7,7,5,2,1,5,3,2,3,1,1,3,2,5,0,1,3,1,2,1,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Country,Neurosurgical Service,D2P2L,C_150,28,18,26,20,12,20,21,23,16,15,23,18,14,20,12,20,13,3,10,8,7,7,5,6,6,12,3,6,10,5,4,8,5,8,5,8,8,3,2,2,3,2,4,8,6,2,5,2,3,5,1,1,2,1,3,1,0,1,2,2,2,3,0,2,2,0,2,1,2,0,1,1,0,1,1,0,0,0,1,0,2,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Blackburn With Darwen,Neurosurgical Service,00Q,C_150,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackpool,Neurosurgical Service,00R,C_150,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolton,Neurosurgical Service,00T,C_150,0,0,0,0,0,0,1,1,1,0,2,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford District And Craven,Neurosurgical Service,36J,C_150,2,4,4,2,6,3,2,2,4,1,4,2,2,0,2,1,6,3,2,0,3,0,1,1,2,2,0,0,0,0,1,3,1,2,0,0,0,2,0,0,0,2,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brighton And Hove,Neurosurgical Service,09D,C_150,2,5,4,4,3,4,5,6,5,3,9,4,6,6,8,10,3,8,3,3,7,3,6,4,0,4,6,2,7,3,1,0,5,3,6,1,3,3,5,1,3,1,5,2,3,2,2,2,2,2,1,2,3,3,3,1,1,1,2,1,2,1,6,1,0,2,0,1,1,1,2,0,0,1,0,1,1,0,0,0,1,0,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Bristol, North Somerset And South Gloucestershire",Neurosurgical Service,15C,C_150,56,30,41,17,22,32,23,23,21,15,23,24,19,21,16,23,21,11,13,10,10,8,8,4,6,11,8,11,8,8,6,6,10,6,6,4,8,2,4,3,6,2,5,8,1,2,1,5,4,7,5,9,2,1,3,2,1,2,4,3,3,0,4,1,1,0,4,0,1,1,3,1,0,0,0,0,2,1,2,0,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Buckinghamshire,Neurosurgical Service,14Y,C_150,2,1,0,0,1,1,1,4,0,0,1,1,2,0,0,1,0,0,0,1,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bury,Neurosurgical Service,00V,C_150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calderdale,Neurosurgical Service,02T,C_150,1,0,3,1,0,2,2,2,3,1,2,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cambridgeshire And Peterborough,Neurosurgical Service,06H,C_150,45,20,24,25,14,24,19,33,16,22,18,20,22,13,11,3,7,7,19,1,4,2,5,2,6,9,8,6,7,6,2,4,3,7,5,7,6,1,1,7,4,8,3,4,10,1,2,2,2,6,2,1,1,12,1,0,3,1,0,4,1,1,1,0,0,0,3,2,3,1,0,1,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannock Chase,Neurosurgical Service,04Y,C_150,3,2,1,2,2,1,3,3,2,1,1,0,0,2,0,1,4,0,2,0,0,1,2,1,0,0,0,0,4,2,2,0,0,0,0,1,1,0,0,1,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Castle Point And Rochford,Neurosurgical Service,99F,C_150,4,5,3,1,2,0,3,3,1,0,1,3,4,1,1,1,1,2,3,0,3,3,3,2,2,1,0,1,0,1,0,3,1,0,2,0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire,Neurosurgical Service,27D,C_150,4,6,3,10,7,5,5,6,9,7,4,4,4,12,6,5,10,0,6,5,11,1,3,6,7,1,5,2,11,1,1,7,2,3,8,1,0,2,3,1,2,3,5,2,1,0,3,4,2,5,3,3,2,1,3,3,0,1,1,0,1,1,1,0,1,1,2,1,1,0,1,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chorley And South Ribble,Neurosurgical Service,00X,C_150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
County Durham,Neurosurgical Service,84H,C_150,19,25,20,24,11,15,19,18,10,9,7,10,12,8,7,11,6,7,4,4,4,3,2,1,3,2,2,0,2,1,0,3,3,3,0,1,1,0,2,0,1,1,1,1,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coventry And Warwickshire,Neurosurgical Service,B2M3M,C_150,93,69,106,77,56,86,76,82,78,82,79,67,84,65,86,89,54,49,67,73,58,39,66,33,38,43,41,31,35,39,48,29,34,31,44,33,28,27,21,5,26,15,22,12,16,16,14,16,14,17,17,12,5,8,5,7,6,5,10,3,6,5,1,2,3,5,1,6,2,4,3,1,2,1,2,2,2,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derby, Derbyshire And Glossop",Neurosurgical Service,15M,C_150,46,20,32,19,11,20,25,13,16,19,14,14,20,26,11,15,11,10,18,17,19,12,13,10,7,10,9,17,15,7,13,7,8,8,21,10,15,6,3,2,10,9,7,1,4,9,5,3,5,1,0,3,5,3,1,0,3,2,2,1,0,3,2,4,3,3,1,3,0,0,2,0,2,1,1,2,2,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Devon,Neurosurgical Service,15N,C_150,22,26,32,30,15,45,32,30,18,27,19,12,16,15,17,24,26,15,14,13,14,17,41,10,11,13,20,9,11,14,20,24,10,14,22,11,4,13,7,1,10,15,11,8,9,11,19,16,12,9,16,14,17,30,7,15,8,3,7,6,9,10,16,10,3,9,4,9,11,7,14,2,15,6,8,8,16,3,7,12,9,4,12,7,10,12,1,7,8,6,7,3,8,7,2,2,0,2,4,1,5,6,3,3,49
Doncaster,Neurosurgical Service,02X,C_150,14,6,15,11,6,10,6,15,8,8,10,6,5,7,15,3,7,8,11,5,13,9,5,1,6,8,1,3,8,3,5,2,2,6,3,3,5,2,0,1,2,3,1,2,0,2,2,1,2,1,2,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dorset,Neurosurgical Service,11J,C_150,2,0,5,1,2,0,2,2,1,0,0,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East And North Hertfordshire,Neurosurgical Service,06K,C_150,10,6,9,8,13,7,6,2,6,10,6,6,5,5,3,5,5,5,3,2,4,4,3,0,1,0,2,3,3,5,2,1,4,0,1,1,0,1,0,1,1,0,1,0,0,1,2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Lancashire,Neurosurgical Service,01A,C_150,3,4,4,2,2,1,1,0,0,2,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Leicestershire And Rutland,Neurosurgical Service,03W,C_150,1,5,7,0,1,2,0,2,7,5,1,1,1,2,2,5,0,1,0,1,3,2,0,0,1,1,0,2,0,1,1,2,0,0,0,2,1,1,2,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
East Riding Of Yorkshire,Neurosurgical Service,02Y,C_150,4,4,4,3,2,1,1,1,0,4,4,1,1,9,4,5,1,2,3,1,1,0,0,1,0,4,2,1,0,0,2,0,1,0,1,1,0,0,0,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Staffordshire,Neurosurgical Service,05D,C_150,5,4,4,2,0,3,0,6,1,2,1,2,0,1,0,1,0,1,1,2,0,1,4,0,1,0,0,2,0,1,3,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Sussex,Neurosurgical Service,97R,C_150,7,9,8,7,2,7,9,6,17,4,7,6,6,7,3,4,8,5,6,5,7,6,3,0,9,5,6,3,6,4,2,3,4,3,3,5,2,9,4,1,4,6,0,3,5,2,3,3,3,3,5,2,5,3,2,3,3,3,2,3,1,2,2,0,0,3,0,0,0,1,3,3,2,2,0,1,3,2,2,1,3,2,2,2,1,1,1,0,0,2,0,1,0,0,0,1,3,0,0,0,1,1,0,0,1
Frimley,Neurosurgical Service,D4U1Y,C_150,8,3,3,3,3,3,3,2,3,1,5,3,2,2,1,0,0,2,2,3,3,4,2,2,0,1,3,2,0,2,3,1,2,0,2,0,2,4,0,1,1,1,1,2,1,1,1,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fylde And Wyre,Neurosurgical Service,02M,C_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloucestershire,Neurosurgical Service,11M,C_150,5,8,7,9,4,2,4,4,5,5,7,4,5,4,6,5,3,4,4,3,1,4,2,3,1,1,4,0,4,3,2,3,1,3,0,2,4,0,1,2,3,0,2,1,2,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Preston,Neurosurgical Service,01E,C_150,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halton,Neurosurgical Service,01F,C_150,1,0,2,0,3,2,4,3,2,0,4,3,7,4,5,4,6,2,4,2,5,1,2,1,2,1,1,0,1,1,3,1,2,4,0,3,1,5,1,1,0,1,1,2,2,2,0,1,0,0,0,1,1,0,1,0,0,2,1,2,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hampshire, Southampton And Isle Of Wight",Neurosurgical Service,D9Y0V,C_150,4,1,2,1,2,1,1,2,0,1,0,0,1,0,1,2,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herefordshire And Worcestershire,Neurosurgical Service,18C,C_150,8,13,14,14,4,20,7,9,8,7,7,3,10,12,15,9,6,3,2,10,6,2,1,3,5,5,2,5,5,5,4,8,3,4,0,3,2,4,3,1,2,1,6,2,4,1,1,1,1,0,2,0,4,0,1,0,1,0,1,2,0,0,0,0,0,2,4,1,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Herts Valleys,Neurosurgical Service,06N,C_150,14,4,16,7,8,5,8,7,4,2,2,6,3,4,5,6,5,4,3,3,0,1,1,2,1,2,1,1,4,4,1,0,0,1,2,0,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heywood, Middleton And Rochdale",Neurosurgical Service,01D,C_150,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull,Neurosurgical Service,03F,C_150,4,0,2,0,0,2,2,1,0,3,2,2,4,3,3,0,1,2,2,2,0,0,0,0,1,1,3,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ipswich And East Suffolk,Neurosurgical Service,06L,C_150,9,2,7,6,0,3,3,4,2,4,5,1,2,4,3,1,0,0,5,2,3,1,1,0,2,0,0,0,2,0,1,0,1,1,0,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent And Medway,Neurosurgical Service,91Q,C_150,94,52,67,49,29,33,45,48,39,40,36,35,44,38,32,27,29,26,26,25,17,11,15,12,12,17,9,10,13,17,11,15,13,15,1,7,13,7,10,3,3,7,5,11,5,6,5,6,1,6,0,4,2,4,4,2,1,0,2,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kernow,Neurosurgical Service,11N,C_150,9,16,21,18,23,45,39,33,6,12,15,6,7,9,31,18,18,5,13,18,11,15,13,21,20,17,13,22,0,28,8,7,13,14,9,7,10,10,5,14,16,11,18,11,9,13,11,16,9,4,7,12,12,7,18,7,7,8,8,6,7,5,7,6,2,5,4,6,3,4,8,7,8,9,16,5,9,3,13,5,2,1,1,3,9,7,11,13,5,5,4,2,9,4,2,2,4,1,4,2,1,0,3,2,40
Kirklees,Neurosurgical Service,X2C4Y,C_150,22,15,22,16,12,16,9,16,7,14,14,9,13,10,10,13,16,9,9,8,11,6,12,1,3,5,2,2,1,2,9,7,2,7,5,2,5,6,1,2,2,1,4,4,5,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Knowsley,Neurosurgical Service,01J,C_150,2,2,2,1,4,1,2,8,0,1,2,1,0,1,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leeds,Neurosurgical Service,15F,C_150,2,11,11,2,8,13,6,1,7,5,6,7,6,4,2,6,4,5,5,6,4,1,0,3,5,2,1,1,2,3,2,1,0,0,3,3,2,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester City,Neurosurgical Service,04C,C_150,3,2,3,3,0,4,1,3,5,1,1,3,1,3,3,4,2,2,3,4,1,2,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lincolnshire,Neurosurgical Service,71E,C_150,22,19,20,24,6,16,21,11,11,18,10,16,10,11,11,9,9,9,6,17,9,7,7,8,4,4,4,6,10,5,3,2,5,5,5,4,4,2,3,2,5,7,3,4,2,2,1,7,0,1,3,0,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,1,1,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Neurosurgical Service,99A,C_150,2,2,1,1,0,2,5,1,2,2,0,2,5,0,3,5,1,5,0,1,0,0,1,3,0,1,1,1,2,0,2,1,1,2,1,0,0,1,1,0,1,3,0,1,1,0,2,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,Neurosurgical Service,14L,C_150,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,2,0,0,2,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mid Essex,Neurosurgical Service,06Q,C_150,7,4,9,2,6,8,10,9,12,9,10,3,8,5,8,9,6,12,5,3,7,4,7,2,1,5,2,2,4,1,2,0,2,2,1,9,3,2,5,1,1,3,2,2,5,2,1,1,0,2,0,1,0,2,0,1,0,1,0,1,0,2,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morecambe Bay,Neurosurgical Service,01K,C_150,2,0,1,0,1,2,2,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Gateshead,Neurosurgical Service,13T,C_150,13,15,15,12,7,16,11,8,9,9,4,7,9,10,3,8,8,4,3,3,7,2,4,2,1,1,1,1,1,0,2,1,0,0,6,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk And Waveney,Neurosurgical Service,26A,C_150,34,15,10,10,9,7,9,12,9,15,8,11,1,8,3,3,5,2,4,3,2,4,1,1,1,2,0,2,2,0,4,3,0,0,1,0,1,1,1,0,0,1,2,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
North Central London,Neurosurgical Service,93C,C_150,61,56,50,43,29,27,29,24,33,32,27,33,25,22,25,22,15,16,16,14,19,11,9,4,12,11,10,11,11,9,2,4,3,5,6,3,6,5,3,0,3,4,4,5,2,4,2,5,4,7,3,1,3,0,1,0,0,1,1,0,1,5,0,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
